n_sessions,help_seeking,sleep_hrs,self_sufficiency,age,gender,resilience_change
3,No,5,26,31,m,23
6,No,4,22,22,f,15
9,No,4,23,54,m,5
1,No,4,29,41,f,28
1,Yes,7,26,40,f,24
8,No,8,25,43,f,9
3,Yes,9,23,28,f,19
5,Yes,5,22,22,f,16
1,No,5,21,19,f,29
5,No,8,29,29,f,13
6,No,7,28,43,f,12
8,No,7,22,21,m,7
3,Yes,8,26,37,m,17
3,Yes,8,20,39,f,16
9,No,6,27,50,m,9
4,Yes,7,20,35,m,18
4,No,4,21,28,m,22
7,Yes,5,20,41,m,11
2,Yes,7,23,20,m,22
8,No,8,21,30,m,1
6,No,4,20,51,f,15
3,Yes,6,20,28,f,20
9,No,9,21,48,m,5
5,Yes,6,25,38,m,16
8,No,4,21,43,m,10
7,No,4,21,37,m,12
8,No,8,27,55,f,6
7,No,9,24,27,f,5
3,No,8,27,54,f,20
2,No,5,27,37,f,22
7,No,9,21,54,m,7
3,Yes,9,26,39,f,16
3,No,5,28,28,m,24
2,Yes,6,27,35,m,22
4,No,4,28,35,m,18
8,Yes,6,27,19,m,5
1,No,8,23,46,f,23
1,No,7,29,37,m,25
5,Yes,8,26,52,f,12
5,No,7,28,32,f,13
1,No,4,28,21,m,26
6,No,4,23,31,f,13
1,No,9,26,49,m,24
5,No,4,25,45,f,12
9,Yes,5,22,31,m,2
5,No,5,29,21,m,14
6,Yes,7,25,29,m,11
8,Yes,6,27,50,m,4
1,Yes,9,21,39,f,23
2,Yes,6,22,38,f,20
9,Yes,7,27,42,m,0
3,Yes,5,23,47,m,21
6,Yes,8,23,30,m,12
5,Yes,9,21,52,m,11
2,No,7,29,49,m,21
7,Yes,6,20,53,m,11
4,No,7,26,27,f,15
1,Yes,7,23,29,m,22
4,Yes,4,25,46,m,18
6,No,5,27,32,m,9
7,Yes,9,26,39,f,6
7,No,4,26,25,f,12
7,Yes,5,25,34,m,8
3,No,7,23,24,f,24
6,No,5,23,52,f,12
8,Yes,6,28,53,f,7
4,Yes,9,24,52,f,15
8,Yes,4,28,38,f,4
2,Yes,9,28,20,f,21
9,No,7,23,47,f,-1
9,No,6,21,20,f,6
8,No,5,21,42,f,12
1,No,5,28,54,m,26
2,No,6,28,26,m,20
6,No,5,22,45,m,13
5,No,4,24,19,f,17
9,Yes,8,24,33,m,5
5,Yes,5,21,48,m,16
2,Yes,7,21,23,m,26
4,Yes,5,29,45,f,16
9,Yes,9,20,33,m,2
1,Yes,7,21,26,f,28
1,Yes,5,26,48,m,27
7,Yes,5,20,40,f,7
3,No,7,20,43,m,22
2,Yes,4,28,48,m,24
9,Yes,8,21,39,f,2
3,Yes,8,23,53,f,22
2,No,4,22,20,m,23
8,Yes,5,23,51,m,7
6,No,8,26,32,f,13
6,No,4,29,47,m,11
7,Yes,4,21,31,f,11
7,No,8,21,55,f,11
6,Yes,7,28,18,m,10
4,Yes,6,25,20,m,15
9,Yes,7,26,20,m,3
6,No,5,24,52,f,14
4,Yes,7,24,32,m,21
3,Yes,9,23,48,f,22
4,Yes,6,27,49,f,18
3,No,6,26,47,m,22
2,No,4,29,30,m,25
5,No,9,21,21,f,10
2,No,5,21,48,f,22
6,Yes,4,25,51,m,14
3,Yes,7,20,41,f,20
6,No,7,26,26,f,14
9,Yes,8,27,50,m,-2
1,No,4,29,48,f,26
6,Yes,9,27,48,m,8
9,Yes,4,22,54,f,5
4,No,4,26,34,f,15
2,No,4,20,50,m,27
4,Yes,6,22,33,f,21
1,No,8,25,26,f,25
3,Yes,5,28,53,m,21
9,Yes,5,24,26,f,1
5,Yes,5,24,22,m,16
6,Yes,6,28,30,f,10
3,No,8,28,22,m,20
5,Yes,9,25,46,m,14
8,Yes,8,24,52,m,5
6,Yes,6,29,52,m,9
4,No,9,21,36,f,20
2,Yes,4,27,18,f,21
9,No,7,27,32,m,0
1,No,4,26,46,f,28
1,No,5,27,31,m,27
4,No,4,22,27,m,24
7,No,6,22,29,m,6
1,No,5,21,18,f,28
9,No,7,20,29,f,2
4,Yes,9,22,26,m,17
3,Yes,9,22,20,f,19
1,No,5,26,41,m,25
4,No,4,29,44,m,18
9,No,8,28,55,f,5
6,Yes,8,20,25,f,11
6,No,9,27,35,f,13
1,Yes,8,20,23,f,28
2,Yes,5,22,23,m,25
6,No,8,23,55,m,12
2,Yes,6,27,30,m,24
3,No,9,20,32,m,22
4,No,7,21,37,f,18
5,No,8,24,41,m,12
9,Yes,6,25,39,f,5
4,No,6,24,43,m,18
9,Yes,5,22,37,m,2
3,No,9,29,23,m,18
8,No,5,26,43,f,8
1,No,7,20,26,m,26
9,No,7,21,28,f,4
9,No,4,28,41,m,3
2,Yes,7,23,38,m,22
4,No,9,27,48,f,20
8,No,9,28,37,f,4
7,No,5,26,41,m,8
1,Yes,6,20,25,m,24
5,No,4,24,28,f,14
7,No,7,25,37,f,8
4,No,6,27,33,m,16
1,No,5,29,44,m,25
9,Yes,8,27,31,f,1
5,No,4,28,44,m,13
2,Yes,9,28,50,m,22
8,Yes,6,23,34,m,6
2,Yes,5,25,26,f,22
3,Yes,5,22,32,m,23
1,No,4,20,18,m,31
2,No,4,25,25,f,26
7,Yes,7,20,35,m,8
2,Yes,7,28,35,f,17
6,Yes,9,25,42,f,7
3,No,9,20,19,f,18
4,Yes,4,22,24,f,15
8,Yes,4,20,42,m,7
3,Yes,6,21,49,f,22
6,Yes,7,25,54,f,10
1,Yes,5,26,30,f,26
7,No,7,20,40,f,12
8,Yes,7,29,44,m,5
8,No,4,24,39,f,11
3,No,4,25,43,f,22
1,No,7,23,22,f,26
9,No,8,25,49,m,2
6,No,8,24,48,m,7
9,Yes,9,26,31,f,0
7,No,7,23,31,f,6
1,No,8,20,46,m,29
1,Yes,9,21,28,f,23
6,No,9,25,39,m,10
5,Yes,7,29,29,f,13
9,Yes,9,21,38,f,5
2,Yes,4,24,52,f,24
8,Yes,4,23,38,f,2
5,Yes,4,26,23,f,14
2,No,5,23,49,f,24
6,Yes,4,26,36,m,12
8,Yes,4,27,39,m,5
4,No,7,26,35,m,13
2,No,8,21,31,m,24
5,No,8,20,47,f,14
2,No,4,24,46,f,24
2,Yes,4,26,39,m,24
6,No,4,20,26,f,13
9,Yes,9,27,50,f,-2
4,No,7,22,44,f,19
6,No,7,26,32,f,11
7,No,7,22,30,f,8
6,No,8,23,22,m,12
8,No,5,27,37,m,6
4,Yes,8,21,28,f,16
1,Yes,7,25,38,f,26
7,Yes,6,29,49,f,7
3,No,5,28,36,f,21
6,Yes,4,29,43,m,13
2,No,9,28,53,f,21
9,No,8,24,30,m,3
1,Yes,9,22,41,f,20
6,Yes,5,25,33,m,13
6,No,6,28,37,m,9
5,No,5,25,52,m,15
5,Yes,8,23,32,f,12
1,No,7,24,28,m,27
5,Yes,4,26,24,m,19
2,Yes,7,29,32,f,22
7,No,7,22,40,m,8
3,No,8,28,23,m,20
4,No,7,20,43,f,18
3,No,7,27,23,f,15
3,Yes,8,24,32,f,20
4,No,8,29,45,f,14
5,Yes,6,28,44,m,16
1,Yes,7,21,42,f,24
4,No,5,20,43,m,19
8,Yes,4,29,54,m,5
7,No,9,26,20,m,8
9,No,4,29,19,m,3
5,Yes,8,28,26,f,12
4,Yes,9,24,40,f,19
8,Yes,8,23,34,m,6
9,No,6,23,18,f,3
7,No,7,27,52,f,10
7,Yes,8,20,18,m,8
5,No,8,20,42,m,15
4,No,4,27,30,f,17
1,Yes,7,21,18,m,26
7,No,6,29,20,m,4
1,Yes,8,25,49,f,28
1,Yes,8,21,32,m,27
5,Yes,8,24,31,m,12
9,No,4,22,48,m,4
6,Yes,8,26,30,f,9
3,Yes,8,28,21,f,24
3,Yes,4,21,26,m,21
7,Yes,8,26,48,f,7
6,No,7,27,48,f,10
9,Yes,7,29,22,m,1
6,No,4,27,49,f,13
5,Yes,7,26,54,m,14
7,No,9,23,18,m,10
1,No,9,23,47,f,25
7,No,9,29,43,f,7
3,No,6,28,36,f,21
9,Yes,8,29,23,m,1
6,Yes,6,28,48,m,12
9,No,7,24,38,m,6
5,No,4,26,51,f,14
7,No,9,26,49,m,3
4,Yes,4,28,32,m,17
7,No,6,26,32,m,8
1,No,7,27,49,f,23
7,Yes,8,26,36,f,3
8,Yes,7,23,21,m,5
5,Yes,9,21,45,f,15
2,Yes,7,22,50,m,22
5,Yes,4,26,35,f,14
6,Yes,5,28,38,m,9
2,No,9,21,29,f,22
6,No,8,26,19,f,11
6,Yes,9,23,44,f,12
1,No,9,26,38,m,22
1,Yes,8,24,20,f,26
3,No,9,26,40,m,21
3,Yes,4,25,28,m,26
4,Yes,7,21,38,m,18
2,No,4,26,24,m,25
9,No,7,24,48,f,4
7,Yes,5,28,50,m,9
7,Yes,9,20,32,m,9
6,Yes,5,20,34,m,15
3,Yes,6,21,41,f,22
6,Yes,7,27,21,f,12
8,Yes,4,28,52,m,6
8,No,4,26,53,m,9
9,No,9,20,52,f,0
1,No,4,26,21,f,27
1,No,6,27,30,m,28
3,No,8,26,19,m,19
3,Yes,4,24,36,m,22
8,Yes,9,26,51,m,2
1,No,5,29,30,m,27
2,Yes,4,21,38,f,21
2,No,4,28,46,m,21
3,No,4,21,50,f,15
6,Yes,9,21,36,f,11
1,Yes,8,24,21,m,23
2,No,4,27,37,f,24
1,No,8,25,23,f,24
5,No,8,28,54,f,11
7,No,6,25,19,m,8
8,Yes,5,24,34,m,7
1,No,4,20,35,f,25
7,Yes,4,27,40,m,7
5,No,4,22,27,f,13
1,No,8,21,22,f,23
3,Yes,7,26,35,m,19
7,Yes,5,21,41,m,11
1,Yes,9,20,30,f,26
7,Yes,4,21,43,m,9
5,Yes,7,25,39,f,11
1,No,7,21,27,f,24
1,No,7,20,20,f,29
1,No,5,20,31,f,29
9,Yes,7,23,42,f,1
3,Yes,9,27,34,m,15
5,Yes,4,25,54,m,14
9,No,9,23,45,m,-1
6,Yes,4,25,27,f,16
9,No,6,25,45,f,4
8,No,8,28,27,f,2
8,No,7,23,34,f,6
1,Yes,9,25,36,f,25
9,No,8,29,34,f,0
6,No,8,20,46,f,12
9,No,8,26,21,m,3
3,Yes,8,26,20,m,21
3,No,8,20,45,f,19
6,Yes,4,27,19,f,14
9,Yes,5,24,52,m,-1
7,No,7,28,48,m,12
3,No,7,27,51,f,20
3,Yes,4,22,48,m,19
2,No,9,20,50,f,25
9,Yes,4,22,55,f,5
3,Yes,8,21,52,m,18
5,Yes,5,21,40,f,18
9,No,7,23,25,m,0
8,Yes,9,21,45,f,5
2,Yes,6,27,45,m,23
3,No,4,24,49,f,18
2,No,6,20,31,m,27
8,Yes,7,25,46,m,2
6,Yes,4,26,22,m,14
6,Yes,7,20,54,m,9
9,No,4,22,47,m,1
8,Yes,9,28,50,m,4
4,Yes,7,26,29,f,16
4,No,6,23,53,f,18
9,No,5,25,39,f,5
1,Yes,9,25,30,f,24
2,No,9,22,24,m,20
2,Yes,4,21,25,f,23
6,Yes,6,24,23,m,10
4,No,7,27,28,m,18
3,Yes,6,22,26,m,22
3,Yes,9,24,26,m,15
3,No,4,22,43,m,25
6,Yes,6,26,31,m,11
8,No,7,25,44,f,5
7,Yes,8,25,37,f,5
4,No,9,20,53,m,17
4,No,5,21,32,m,18
2,No,5,25,45,f,25
1,No,9,27,33,f,21
9,No,8,24,53,f,0
2,No,4,21,55,f,28
8,Yes,6,24,43,f,5
9,Yes,6,28,51,f,3
4,No,8,25,30,m,16
8,Yes,8,24,44,m,6
9,No,7,29,24,f,6
5,No,7,25,53,f,16
7,Yes,5,28,48,f,9
4,No,4,26,36,f,19
1,Yes,4,29,52,f,30
3,No,8,22,43,m,19
5,No,5,29,54,m,17
3,Yes,5,29,26,m,20
7,No,7,24,46,m,11
9,No,6,23,24,m,7
6,No,4,24,43,m,13
1,Yes,5,27,42,m,26
7,Yes,7,25,51,f,7
3,Yes,7,23,34,m,17
5,Yes,7,24,23,m,13
4,Yes,6,26,36,f,13
5,No,5,27,46,m,15
5,Yes,8,24,28,m,14
6,Yes,8,21,31,f,10
6,No,7,25,40,m,7
8,No,7,28,37,m,8
8,Yes,6,22,50,m,3
9,No,7,26,21,f,2
8,No,9,27,51,f,5
2,No,5,25,25,m,21
1,Yes,7,22,46,m,28
2,No,7,20,36,m,22
2,No,5,22,46,f,25
3,Yes,4,25,38,m,19
7,No,9,23,44,m,7
2,No,9,20,18,m,21
1,Yes,8,25,49,f,25
6,Yes,7,20,41,m,13
9,Yes,5,27,29,m,3
3,No,8,22,44,f,20
6,Yes,6,22,32,f,11
3,Yes,4,20,47,m,21
1,No,7,22,43,m,26
5,No,4,26,55,m,14
4,No,7,29,21,f,11
7,No,7,27,41,m,9
6,No,7,27,35,f,9
7,Yes,4,22,21,f,12
5,Yes,9,24,55,f,15
4,Yes,6,20,50,f,15
7,No,9,28,21,f,8
7,Yes,5,27,26,m,9
6,No,5,29,42,m,13
8,No,9,21,18,m,1
4,Yes,6,29,24,f,16
5,Yes,6,20,39,m,17
4,No,7,23,27,m,19
1,No,7,28,43,f,21
8,Yes,5,27,19,m,6
1,Yes,7,22,46,m,25
5,No,7,29,35,f,10
6,No,6,25,52,f,9
6,No,4,28,40,m,14
5,No,9,29,52,f,14
3,Yes,8,27,53,m,20
5,Yes,8,29,46,f,13
8,No,7,24,18,f,4
2,No,7,28,37,m,22
6,Yes,9,28,24,f,10
9,No,8,22,34,f,3
8,No,6,27,29,m,7
8,No,8,23,21,m,3
8,No,8,29,35,f,6
7,No,8,26,21,m,8
8,No,7,29,53,f,3
6,Yes,7,27,37,m,9
2,No,9,26,23,m,22
2,Yes,8,24,25,m,19
8,Yes,7,20,36,f,1
1,Yes,9,27,24,f,20
6,No,8,24,48,f,16
6,No,6,22,42,f,13
4,No,7,21,32,m,19
3,Yes,4,22,39,m,20
3,Yes,9,28,55,f,15
1,No,7,21,21,f,29
3,No,6,29,39,f,18
4,Yes,6,20,44,f,18
5,Yes,7,21,48,f,15
3,Yes,5,21,33,f,20
6,No,9,24,29,m,11
5,Yes,8,20,47,m,12
3,Yes,8,29,35,m,19
6,Yes,6,27,42,f,8
6,No,7,21,51,m,13
8,No,5,25,36,m,11
2,No,9,24,48,m,24
1,Yes,4,21,28,m,27
4,Yes,8,29,32,m,14
7,Yes,9,20,33,f,8
3,Yes,9,25,31,f,20
3,No,5,25,36,f,18
5,Yes,9,22,49,m,11
5,Yes,8,27,46,m,15
3,No,7,28,31,m,21
9,Yes,8,22,48,f,2
4,Yes,4,28,38,f,18
3,Yes,7,27,50,f,25
2,No,6,24,42,m,25
9,Yes,5,25,45,f,1
4,No,8,20,49,m,17
3,Yes,7,24,50,f,22
7,No,9,29,31,f,8
8,No,7,29,44,m,6
2,No,8,26,18,m,17
7,Yes,6,20,44,m,9
5,Yes,8,29,42,f,14
5,No,6,28,49,f,10
3,No,9,26,29,f,18
5,Yes,8,23,39,m,15
2,No,7,23,45,f,24
4,Yes,4,29,25,m,17
6,Yes,4,26,18,m,11
1,No,9,25,37,f,27
4,No,7,22,31,f,20
6,Yes,4,28,34,m,12
9,Yes,9,25,39,f,3
2,Yes,6,21,41,m,22
7,No,7,29,46,m,10
6,Yes,6,21,30,f,7
2,No,7,20,49,f,24
8,No,6,24,32,f,6
7,Yes,6,29,32,f,7
5,No,4,25,44,f,16
5,No,7,22,24,f,13
7,No,8,23,37,m,9
9,No,4,24,34,m,6
9,Yes,6,23,46,m,6
9,Yes,6,28,37,f,1
6,No,8,22,21,m,10
6,No,8,24,18,m,13
3,No,6,26,44,m,21
1,No,8,26,54,m,23
7,No,5,25,21,f,11
4,Yes,4,28,54,m,19
1,Yes,7,26,51,f,25
8,Yes,8,23,44,f,2
6,Yes,8,29,25,m,8
6,No,5,28,31,f,9
2,No,7,25,41,m,24
1,Yes,5,20,36,f,28
2,Yes,7,28,36,f,22
4,Yes,4,26,22,m,18
2,No,8,25,22,m,24
1,No,4,25,48,f,26
7,No,7,23,20,m,12
8,Yes,8,23,18,m,5
6,Yes,5,22,35,m,9
4,No,6,27,47,m,17
6,No,5,27,26,m,14
3,No,6,21,52,m,24
8,Yes,5,24,47,f,5
2,No,7,28,33,f,18
5,No,4,28,18,m,14
1,Yes,6,26,55,m,26
6,No,7,23,41,f,13
2,No,4,23,26,m,27
4,No,4,29,51,f,18
6,No,8,26,24,m,14
8,Yes,8,22,26,f,4
8,No,8,22,49,f,5
6,Yes,6,24,44,f,11
4,No,6,25,54,m,16
8,Yes,4,27,40,m,6
8,No,6,20,42,m,6
1,No,4,26,21,f,25
4,Yes,7,27,33,f,16
4,No,5,24,45,m,21
7,No,4,29,46,f,4
7,Yes,4,21,48,f,11
8,No,7,23,52,m,7
5,No,8,25,55,f,13
7,No,9,28,23,m,7
8,No,8,21,21,m,9
9,No,8,23,23,f,5
3,Yes,4,29,44,m,22
3,Yes,4,24,32,m,20
4,No,6,27,51,f,19
5,No,6,27,19,f,13
1,Yes,5,21,32,m,27
7,Yes,5,25,43,m,9
9,Yes,9,25,18,f,1
8,Yes,6,24,38,m,8
5,Yes,4,27,37,m,12
4,Yes,7,29,34,f,15
7,No,6,21,35,f,10
5,No,4,21,35,f,17
7,No,6,26,27,m,10
1,No,8,28,34,f,26
1,No,6,22,51,f,29
3,Yes,9,26,22,f,21
2,Yes,8,22,39,m,20
2,Yes,4,25,43,m,25
7,Yes,8,22,35,m,10
2,Yes,6,20,37,f,21
4,Yes,8,25,55,m,16
2,No,9,22,55,f,25
6,No,7,20,51,m,11
8,Yes,8,24,42,f,2
4,No,9,27,44,m,14
5,Yes,8,27,28,m,13
4,No,5,27,20,f,17
3,Yes,7,22,39,m,18
5,Yes,4,27,40,f,11
9,No,9,23,41,m,4
8,Yes,8,27,46,f,4
8,No,7,22,51,f,5
8,No,4,22,42,f,8
8,Yes,7,20,50,f,5
7,Yes,9,27,54,m,2
8,Yes,5,27,32,f,6
8,No,9,28,22,f,7
8,No,9,25,29,f,1
7,Yes,4,21,44,m,7
1,Yes,4,20,20,f,26
4,Yes,8,27,50,m,16
4,Yes,6,29,36,f,15
5,Yes,9,23,25,f,13
6,Yes,4,26,52,f,13
4,Yes,9,29,21,f,16
2,No,9,23,55,f,22
6,No,4,20,48,f,13
8,Yes,5,27,43,f,5
8,Yes,5,29,26,f,3
7,No,9,28,20,f,7
6,Yes,5,29,45,m,12
2,No,9,28,38,m,21
7,No,8,28,50,f,7
5,Yes,4,23,54,f,13
6,No,9,28,35,m,10
8,No,5,23,37,m,8
8,Yes,5,21,32,m,7
3,Yes,7,29,35,f,19
7,No,7,22,43,m,11
1,Yes,5,21,39,f,30
1,No,8,20,36,f,28
7,No,6,25,29,m,10
9,No,9,23,32,f,5
7,No,7,26,43,m,7
5,No,9,26,40,f,12
8,No,7,29,25,m,6
2,Yes,4,20,35,m,25
9,Yes,4,28,34,m,3
6,Yes,5,27,33,m,15
9,Yes,4,29,21,f,2
2,No,4,20,43,m,26
3,No,6,27,25,m,22
8,No,8,24,54,m,4
1,No,5,20,23,f,27
7,No,6,23,19,f,8
7,Yes,5,26,41,f,9
1,Yes,8,24,38,f,24
9,Yes,5,22,53,f,2
8,No,9,23,54,m,2
4,No,9,21,36,m,18
5,Yes,9,27,25,m,12
2,No,4,21,18,m,24
9,No,8,25,23,m,1
6,Yes,6,26,42,m,12
3,No,6,26,27,m,20
7,Yes,7,20,18,f,8
9,Yes,6,27,30,m,2
3,Yes,9,28,48,f,14
2,Yes,9,26,37,f,21
7,No,7,27,25,m,10
7,No,4,23,47,m,9
4,No,6,27,54,m,19
9,Yes,8,22,53,m,3
8,No,7,20,38,f,6
1,Yes,6,27,19,f,25
1,No,4,25,43,m,27
5,No,8,28,27,m,15
6,Yes,8,22,54,m,10
3,No,4,27,55,f,17
9,Yes,6,28,39,m,0
6,Yes,5,28,33,m,15
4,No,6,26,40,f,18
7,No,7,29,50,f,6
8,No,7,22,22,f,9
9,No,6,22,43,m,9
6,Yes,9,21,44,m,12
6,Yes,7,20,34,m,14
8,No,5,21,48,f,4
5,No,9,24,20,m,12
3,No,5,20,49,f,22
3,Yes,8,29,43,f,19
6,No,7,23,47,m,11
2,Yes,9,29,32,f,20
6,No,6,29,23,m,10
6,No,9,20,42,f,10
8,Yes,8,29,46,f,1
7,Yes,5,27,51,m,9
8,No,8,24,50,m,4
9,Yes,4,29,44,m,2
6,Yes,7,23,50,f,11
3,No,6,22,51,m,22
3,Yes,5,28,27,m,20
1,Yes,8,25,24,f,25
5,No,6,20,42,f,14
4,No,7,27,29,f,17
9,Yes,6,29,19,f,3
9,No,7,21,55,f,6
5,Yes,7,28,49,m,15
4,Yes,7,26,27,f,18
7,Yes,8,22,44,m,7
6,No,7,23,39,f,13
4,Yes,6,22,45,m,15
2,Yes,4,25,44,f,27
1,Yes,6,28,42,m,24
4,No,8,29,55,f,20
4,No,7,28,54,m,19
1,No,4,20,21,f,30
6,Yes,8,29,24,m,11
4,Yes,5,25,39,m,19
1,No,5,20,20,f,26
1,Yes,5,23,55,f,25
1,Yes,4,26,46,f,28
8,Yes,6,23,28,f,7
8,Yes,4,28,54,m,5
2,No,4,29,32,m,24
7,No,4,24,53,f,7
8,No,5,28,54,m,6
8,Yes,9,20,28,f,7
7,Yes,6,23,47,f,10
5,No,9,26,21,m,15
1,No,9,21,42,f,27
9,No,4,28,49,m,4
7,Yes,6,22,46,f,9
2,No,9,23,43,f,23
6,Yes,7,23,46,f,10
2,No,4,27,21,m,23
1,Yes,4,21,52,f,30
7,Yes,4,24,19,m,12
2,No,7,21,22,m,25
2,Yes,7,25,23,m,23
5,Yes,5,28,23,f,15
5,No,8,28,44,f,14
7,No,6,20,53,f,9
1,No,8,23,21,f,28
8,Yes,4,23,44,f,8
3,Yes,9,20,25,m,23
4,No,4,29,48,m,19
9,No,9,21,53,f,3
4,Yes,5,25,22,m,19
5,No,8,29,36,f,15
7,No,4,22,21,m,11
4,Yes,8,28,39,m,15
1,Yes,5,22,46,m,29
9,No,8,22,52,f,1
4,Yes,9,28,22,m,17
9,Yes,6,22,27,f,4
6,No,5,25,55,f,10
1,No,8,25,40,f,24
3,No,4,20,29,m,23
2,Yes,7,26,20,f,21
9,No,7,28,50,f,5
1,Yes,5,28,28,m,21
9,No,7,28,20,f,5
9,Yes,6,21,18,m,4
8,Yes,5,20,50,f,5
8,No,4,25,42,m,7
1,Yes,4,25,32,f,27
8,No,5,23,41,f,5
3,No,7,27,28,m,18
7,Yes,7,24,18,f,10
1,Yes,4,26,34,m,23
1,Yes,6,28,38,m,26
5,No,9,20,35,f,11
5,No,7,28,31,f,12
8,No,6,23,29,m,7
7,No,7,26,30,m,11
8,No,9,23,43,m,5
6,No,5,23,40,m,14
6,Yes,8,23,44,m,11
2,No,4,25,21,f,23
6,No,5,24,34,f,11
5,No,7,21,22,f,12
3,No,9,28,32,m,20
6,Yes,4,25,32,f,12
8,Yes,8,29,46,m,7
9,Yes,8,25,52,m,1
1,No,9,28,46,f,27
3,No,9,20,39,m,15
3,No,7,26,22,f,17
8,Yes,4,22,23,m,10
1,No,7,23,28,f,27
5,No,8,20,18,m,13
3,Yes,5,22,55,m,21
2,Yes,5,26,29,f,23
8,No,6,25,46,f,6
3,Yes,8,20,29,f,18
7,No,8,28,36,f,3
1,No,7,23,38,f,29
6,Yes,6,26,42,m,12
3,No,9,23,43,f,23
8,Yes,6,26,52,f,5
6,Yes,4,24,34,f,9
2,No,7,20,41,m,22
6,Yes,9,23,36,m,9
7,No,9,22,44,m,7
5,No,5,25,25,f,17
3,Yes,4,25,42,f,24
4,Yes,6,20,33,m,15
4,Yes,5,21,47,m,19
6,No,8,21,47,m,12
1,No,7,29,48,m,29
4,No,6,23,45,m,19
4,No,8,28,29,f,15
1,No,9,21,37,f,25
9,No,6,27,37,m,-1
4,No,5,20,34,f,19
7,Yes,4,27,31,m,9
3,No,5,22,48,m,18
3,No,7,24,39,f,18
8,Yes,7,20,30,f,9
8,No,6,20,55,m,4
1,No,5,25,40,m,30
2,Yes,4,22,47,f,23
8,No,9,27,51,f,3
1,Yes,7,23,23,f,25
8,No,4,25,27,m,8
8,No,8,29,32,f,5
2,Yes,6,28,40,m,27
4,Yes,4,27,22,m,17
6,No,6,23,45,f,12
9,No,8,29,31,m,-2
8,Yes,4,27,46,f,6
8,No,4,26,45,m,8
7,Yes,9,24,23,f,8
9,Yes,8,26,43,m,3
2,Yes,5,26,52,m,24
3,No,4,29,43,m,23
8,No,9,21,47,m,4
6,No,4,26,20,f,11
9,Yes,9,22,20,m,5
4,No,7,27,53,m,17
8,Yes,5,27,51,m,3
3,Yes,4,28,33,f,18
3,No,8,23,25,m,22
8,No,6,29,54,m,2
5,Yes,8,22,42,f,15
3,No,5,28,52,m,21
1,Yes,7,28,44,m,25
3,No,7,21,18,f,23
9,Yes,7,25,51,m,4
5,No,9,22,55,f,11
2,Yes,8,24,31,m,20
7,No,6,21,31,m,9
2,Yes,6,23,49,f,23
4,Yes,9,22,43,f,13
7,Yes,4,21,30,f,8
4,Yes,9,25,53,m,15
7,Yes,6,22,39,f,13
7,Yes,6,23,55,f,7
1,No,4,25,52,m,25
6,Yes,8,24,36,m,10
9,Yes,8,23,46,m,6
2,No,5,23,33,m,24
3,No,8,21,43,m,16
5,Yes,7,29,48,m,13
9,No,7,23,34,m,-1
4,No,5,27,27,f,16
1,Yes,6,24,22,m,25
4,Yes,5,29,52,m,14
6,No,4,29,41,f,13
5,No,5,27,34,m,18
1,No,5,25,37,m,29
4,No,9,29,40,f,14
6,No,7,24,48,f,10
4,No,4,23,28,f,20
9,Yes,9,29,21,f,-2
5,No,4,28,46,m,15
8,Yes,5,29,52,m,4
9,Yes,9,24,49,m,3
5,No,9,29,42,m,13
6,Yes,4,25,36,f,16
1,No,4,26,37,m,27
7,Yes,8,20,20,m,8
4,No,4,28,24,f,19
2,Yes,9,27,25,m,21
5,No,6,24,32,f,15
3,Yes,4,22,25,f,22
6,No,7,24,43,m,12
8,Yes,8,24,43,f,6
7,Yes,7,28,47,f,9
3,Yes,7,26,36,m,17
8,No,6,21,28,f,10
2,No,8,24,40,m,21
9,No,5,28,33,m,6
4,No,9,21,48,m,14
1,No,9,27,19,m,24
8,Yes,4,22,18,f,8
7,No,9,23,28,f,6
5,No,6,21,40,m,13
5,Yes,9,28,43,f,11
7,No,6,25,49,m,8
5,No,5,28,36,m,15
8,No,6,27,41,m,3
6,No,5,28,49,m,11
5,No,5,24,23,f,15
9,No,5,25,31,m,2
2,Yes,6,26,40,m,23
1,No,5,24,26,f,25
8,No,6,20,49,f,5
3,No,8,28,37,f,13
7,Yes,5,21,27,f,10
8,Yes,6,26,34,m,4
6,Yes,6,27,36,m,10
9,Yes,6,27,42,m,1
7,No,4,20,25,m,11
5,Yes,4,29,29,m,13
8,No,5,26,31,f,6
2,No,9,28,54,m,19
7,No,8,22,54,m,13
4,Yes,9,27,24,m,15
9,No,5,27,46,m,-1
1,Yes,7,28,28,m,21
7,No,7,27,30,m,8
6,Yes,8,24,22,m,9
8,Yes,8,24,19,f,4
5,No,8,22,31,m,13
1,No,4,25,30,f,29
1,No,4,29,50,f,28
9,Yes,7,22,37,f,4
6,Yes,8,21,47,f,11
5,Yes,6,26,18,m,11
1,No,9,29,47,f,26
6,Yes,7,22,33,f,8
6,No,8,23,39,f,10
3,Yes,6,29,47,f,22
8,Yes,8,27,54,f,5
1,Yes,5,20,25,f,26
1,No,6,28,18,m,28
6,No,9,25,21,m,11
1,No,5,21,40,f,30
6,Yes,4,22,37,m,11
1,Yes,7,24,49,m,27
6,Yes,8,25,19,m,13
3,Yes,7,28,52,m,15
8,No,9,21,22,m,6
6,Yes,8,24,34,m,12
1,Yes,5,26,37,m,25
5,No,6,26,34,f,14
8,No,6,23,18,f,9
